VTUV,medium_airport,Roi Et Airport,16.11680031,103.7740021,AS,TH
VTUW,medium_airport,Nakhon Phanom Airport,17.38380051,104.6429977,AS,TH
VVBM,medium_airport,Buon Ma Thuot Airport,12.66829968,108.1200027,AS,VN
VVCI,medium_airport,Cat Bi International Airport,20.81940079,106.7249985,AS,VN
VVCM,medium_airport,Cl� Mau Airport,9.177667,105.177778,AS,VN
VVCR,medium_airport,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219002,AS,VN
VVCS,medium_airport,Con Dao Airport,8.73183,106.633003,AS,VN
VVCT,medium_airport,Can Tho International Airport,10.0851,105.711998,AS,VN
VVDB,medium_airport,Dien Bien Phu Airport,21.39749908,103.0080032,AS,VN
VVDL,medium_airport,Lien Khuong Airport,11.75,108.366997,AS,VN
VVDN,medium_airport,Da Nang International Airport,16.0439,108.198997,AS,VN
VVPB,medium_airport,Phu Bai International Airport,16.401501,107.703003,AS,VN
VVPC,medium_airport,Phu Cat Airport,13.955,109.042,AS,VN
VVPK,medium_airport,Pleiku Airport,14.00450039,108.0169983,AS,VN
VVPQ,medium_airport,Phu Quoc International Airport,10.1698,103.9931,AS,VN
VVRG,medium_airport,Rach Gia Airport,9.958029972,105.1323795,AS,VN
VVTH,medium_airport,Dong Tac Airport,13.0496,109.334,AS,VN
VVVD,medium_airport,Van Don International Airport,21.117778,107.414167,AS,VN
VVVH,medium_airport,Vinh Airport,18.73760033,105.6709976,AS,VN
VYDW,medium_airport,Dawei Airport,14.10389996,98.20359802,AS,MM
VYEL,medium_airport,Nay Pyi Taw International Airport,19.623501,96.200996,AS,MM
VYHH,medium_airport,Heho Airport,20.74699974,96.79199982,AS,MM
VYKG,medium_airport,Kengtung Airport,21.3015995,99.63600159,AS,MM
VYKP,medium_airport,Kyaukpyu Airport,19.42639923,93.53479767,AS,MM
VYKT,medium_airport,Kawthoung Airport,10.04930019,98.53800201,AS,MM
VYLK,medium_airport,Loikaw Airport,19.69149971,97.21479797,AS,MM
VYLS,medium_airport,Lashio Airport,22.97789955,97.75219727,AS,MM
VYME,medium_airport,Myeik Airport,12.43980026,98.62149811,AS,MM
VYMK,medium_airport,Myitkyina Airport,25.38360023,97.35189819,AS,MM
VYMO,medium_airport,Momeik Airport,23.09250069,96.64530182,AS,MM
VYMS,medium_airport,Mong Hsat Airport,20.51679993,99.25679779,AS,MM
VYNS,medium_airport,Namsang Airport,20.89049911,97.73590088,AS,MM
VYPT,medium_airport,Putao Airport,27.32990074,97.42630005,AS,MM
VYSW,medium_airport,Sittwe Airport,20.133165,92.870693,AS,MM
VYTD,medium_airport,Thandwe Airport,18.46069908,94.30010223,AS,MM
VYTL,medium_airport,Tachileik Airport,20.48380089,99.93540192,AS,MM
WABB,medium_airport,Frans Kaisiepo Airport,-1.190019965,136.1080017,AS,ID
WABI,medium_airport,Nabire Airport,-3.36818,135.496002,AS,ID
WABP,medium_airport,Mozes Kilangin Airport,-4.52828,136.886993,AS,ID
WADL,medium_airport,Lombok International Airport,-8.757322,116.276675,AS,ID
WAEW,medium_airport,Pitu Airport,2.04599,128.324997,AS,ID
WAFB,medium_airport,Toraja Airport,-3.185833,119.91775,AS,ID
WAFF,medium_airport,Mutiara - SIS Al-Jufrie Airport,-0.916462,119.908647,AS,ID
WAFP,medium_airport,Kasiguncu Airport,-1.41675,120.657997,AS,ID
WAFW,medium_airport,Syukuran Aminuddin Amir Airport,-1.035893,122.773934,AS,ID
WAHI,medium_airport,Yogyakarta International Airport,-7.905338,110.057264,AS,ID
WAHL,medium_airport,Tunggul Wulung Airport,-7.64506,109.033997,AS,ID
WAJO,medium_airport,Oksibil Airport,-4.9071,140.6277,AS,ID
WAKK,medium_airport,Mopah International Airport,-8.52029,140.417999,AS,ID
WAKT,medium_airport,Tanah Merah Airport,-6.09922,140.298004,AS,ID
WALK,medium_airport,Kalimarau Airport,2.1555,117.431999,AS,ID
WALR,medium_airport,Juwata Airport,3.326667,117.569444,AS,ID
WALS,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,AS,ID
WAMH,medium_airport,Naha Airport,3.683209896,125.5279999,AS,ID
WAMM,medium_airport,Sam Ratulangi Airport,1.54926,124.926003,AS,ID
WAMT,medium_airport,Sultan Babullah Airport,0.831414,127.380997,AS,ID
WAON,medium_airport,Warukin Airport,-2.216559887,115.435997,AS,ID
WAPF,medium_airport,Karel Sadsuitubun Airport,-5.760278,132.759444,AS,ID
WAPP,medium_airport,Pattimura Airport Ambon,-3.710259914,128.0890045,AS,ID
WARJ,medium_airport,Adisutjipto International Airport,-7.78818,110.431999,AS,ID
WARS,medium_airport,Achmad Yani Airport,-6.970732,110.373244,AS,ID
WASF,medium_airport,Fakfak Airport,-2.920190096,132.2669983,AS,ID
WASK,medium_airport,Kaimana Airport,-3.644520044,133.6959991,AS,ID
WASO,medium_airport,Babo Airport,-2.532239914,133.4389954,AS,ID
WASR,medium_airport,Rendani Airport,-0.891833,134.048996,AS,ID
WAVV,medium_airport,Wamena Airport,-4.10251,138.957001,AS,ID
WAWD,medium_airport,Matahora Airport,-5.293996,123.634,AS,ID
WAXX,medium_airport,Domine Eduard Osok Airport,-0.894,131.287,AS,ID
WBGB,medium_airport,Bintulu Airport,3.123850107,113.0199966,AS,MY
WBGG,medium_airport,Kuching International Airport,1.484699965,110.3470001,AS,MY
WBGJ,medium_airport,Limbang Airport,4.808300018,115.0100021,AS,MY
WBGK,medium_airport,Mukah Airport,2.881944,112.043333,AS,MY
WBGM,medium_airport,Marudi Airport,4.178979874,114.3290024,AS,MY
WBGR,medium_airport,Miri Airport,4.32201004,113.9869995,AS,MY
WBGS,medium_airport,Sibu Airport,2.261600018,111.9850006,AS,MY
WBGZ,medium_airport,Bario Airport,3.734648,115.478548,AS,MY
WBKD,medium_airport,Lahad Datu Airport,5.032249928,118.3239975,AS,MY
WBKK,medium_airport,Kota Kinabalu International Airport,5.937210083,116.0510025,AS,MY
WBKL,medium_airport,Labuan Airport,5.300680161,115.25,AS,MY
WBKS,medium_airport,Sandakan Airport,5.900899887,118.0589981,AS,MY
WBKW,medium_airport,Tawau Airport,4.320159912,118.1279984,AS,MY
WBMU,medium_airport,Mulu Airport,4.04832983,114.8050003,AS,MY
WIBB,medium_airport,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,0.460786015,101.4449997,AS,ID
WIBD,medium_airport,Pinang Kampai Airport,1.609114,101.433492,AS,ID
WIBJ,medium_airport,Japura Airport,-0.352808,102.334999,AS,ID
WICA,medium_airport,Kertajati International Airport,-6.648924,108.166692,AS,ID
WICC,medium_airport,Husein Sastranegara International Airport,-6.900629997,107.5759964,AS,ID
WIDD,medium_airport,Hang Nadim International Airport,1.121029973,104.1190033,AS,ID
WIHH,medium_airport,Halim Perdanakusuma International Airport,-6.266610146,106.8909988,AS,ID
WILL,medium_airport,Radin Inten II International Airport,-5.240556,105.175556,AS,ID
WIMB,medium_airport,Binaka Airport,1.16628,97.704327,AS,ID
WIME,medium_airport,Aek Godang Airport,1.4001,99.430496,AS,ID
WIMK,medium_airport,Soewondo Air Force Base,3.559167,98.671111,AS,ID
WIMM,medium_airport,Kualanamu International Airport,3.64177,98.885307,AS,ID
WIMS,medium_airport,Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145,AS,ID
WIOG,medium_airport,Nanga Pinoh Airport,-0.348868996,111.7480011,AS,ID
WIOK,medium_airport,Rahadi Osman Airport,-1.81664,109.962997,AS,ID
WION,medium_airport,Ranai Airport,3.90871,108.388,AS,ID
WIOO,medium_airport,Supadio Airport,-0.150711,109.4039993,AS,ID
WIOP,medium_airport,Pangsuma Airport,0.835578024,112.9369965,AS,ID
WIOS,medium_airport,Sintang(Susilo) Airport,0.063619003,111.4729996,AS,ID
WIPL,medium_airport,Fatmawati Soekarno Airport,-3.8637,102.338997,AS,ID
WIPP,medium_airport,Sultan Mahmud Badaruddin II Airport,-2.897653,104.698147,AS,ID
WIPQ,medium_airport,Pendopo Airport,-3.286070108,103.8799973,AS,ID
WIPT,medium_airport,Minangkabau International Airport,-0.786917,100.280998,AS,ID
WITC,medium_airport,Cut Nyak Dhien Airport,4.040631,96.253538,AS,ID
WITK,medium_airport,Rembele Airport,4.72113,96.851943,AS,ID
WITL,medium_airport,Lhok Sukon Airport,5.069509983,97.25920105,AS,ID
WITT,medium_airport,Sultan Iskandar Muda International Airport,5.522872024,95.42063713,AS,ID
WMBT,medium_airport,Pulau Tioman Airport,2.81818,104.160004,AS,MY
WMKA,medium_airport,Sultan Abdul Halim Airport,6.189670086,100.3980026,AS,MY
WMKB,medium_airport,RMAF Butterworth Air Base,5.46592,100.390999,AS,MY
WMKC,medium_airport,Sultan Ismail Petra Airport,6.16685009,102.2929993,AS,MY
WMKD,medium_airport,Kuantan Airport,3.77538991,103.2089996,AS,MY
WMKE,medium_airport,Kerteh Airport,4.537220001,103.427002,AS,MY
WMKI,medium_airport,Sultan Azlan Shah Airport,4.567969799,101.0920029,AS,MY
WMKJ,medium_airport,Senai International Airport,1.64131,103.669998,AS,MY
WMKL,medium_airport,Langkawi International Airport,6.329730034,99.72869873,AS,MY
WMKM,medium_airport,Malacca International Airport,2.265613,102.252778,AS,MY
WMKN,medium_airport,Sultan Mahmud Airport,5.382639885,103.1029968,AS,MY
WMKP,medium_airport,Penang International Airport,5.297140121,100.2770004,AS,MY
WMSA,medium_airport,Sultan Abdul Aziz Shah International Airport,3.130579948,101.5490036,AS,MY
WPDB,medium_airport,Suai Airport,-9.303310394,125.2870026,AS,TL
WPDL,medium_airport,Presidente Nicolau Lobato International Airport,-8.54640007,125.526001,AS,TL
WPEC,medium_airport,Cakung Airport,-8.486479,126.399981,AS,TL
WPOC,medium_airport,Rota Do Sandalo Oecusse Airport,-9.19806,124.343002,AS,TL
WSAP,medium_airport,Paya Lebar Air Base,1.36042,103.910004,AS,SG
WSAT,medium_airport,Tengah Air Base,1.387561,103.708291,AS,SG
WSSL,medium_airport,Seletar Airport,1.41555,103.86673,AS,SG
WUZ,medium_airport,Wuzhou Xijiang Airport,23.40316,111.09331,AS,CN
XUBS,medium_airport,Smolensk North Airport,54.824,32.025,EU,RU
YABA,medium_airport,Albany Airport,-34.94329834,117.8089981,OC,AU
YAPH,medium_airport,Alpha Airport,-23.653275,146.582479,OC,AU
YARA,medium_airport,Ararat Airport,-37.309978,142.988688,OC,AU
YARM,medium_airport,Armidale Airport,-30.52809906,151.6170044,OC,AU
YAYE,medium_airport,Ayers Rock Connellan Airport,-25.1861,130.975998,OC,AU
YBAR,medium_airport,Barcaldine Airport,-23.566268,145.302086,OC,AU
YBAS,medium_airport,Alice Springs Airport,-23.80669975,133.9019928,OC,AU
YBCG,medium_airport,Gold Coast Airport,-28.165962,153.506641,OC,AU
YBCK,medium_airport,Blackall Airport,-24.431678,145.429716,OC,AU
YBCS,medium_airport,Cairns International Airport,-16.88579941,145.7550049,OC,AU
YBCV,medium_airport,Charleville Airport,-26.41329956,146.2619934,OC,AU
YBDV,medium_airport,Birdsville Airport,-25.89749908,139.3480072,OC,AU
YBHI,medium_airport,Broken Hill Airport,-32.00139999,141.4720001,OC,AU
YBHM,medium_airport,Hamilton Island Airport,-20.35810089,148.9519959,OC,AU
YBIE,medium_airport,Bedourie Airport,-24.34609985,139.4600067,OC,AU
YBKE,medium_airport,Bourke Airport,-30.03919983,145.9519958,OC,AU
YBLA,medium_airport,Benalla Airport,-36.551899,146.007004,OC,AU
YBMA,medium_airport,Mount Isa Airport,-20.66390038,139.4889984,OC,AU
YBMK,medium_airport,Mackay Airport,-21.170816,149.182588,OC,AU
YBNA,medium_airport,Ballina Byron Gateway Airport,-28.833236,153.561471,OC,AU
YBNS,medium_airport,Bairnsdale Airport,-37.88750076,147.5679932,OC,AU
YBOK,medium_airport,Oakey Army Aviation Centre,-27.409262,151.736727,OC,AU
YBOU,medium_airport,Boulia Airport,-22.91329956,139.8999939,OC,AU
YBP,medium_airport,Yibin Wuliangye Airport,28.858431,104.526157,AS,CN
YBPN,medium_airport,Proserpine Whitsunday Coast Airport,-20.494416,148.553583,OC,AU
YBRK,medium_airport,Rockhampton Airport,-23.380019,150.475359,OC,AU
YBRM,medium_airport,Broome International Airport,-17.949055,122.228329,OC,AU
YBRN,medium_airport,Balranald Airport,-34.62360001,143.5780029,OC,AU
YBRW,medium_airport,Brewarrina Airport,-29.97389984,146.8170013,OC,AU
YBSU,medium_airport,Sunshine Coast Airport,-26.593324,153.08319,OC,AU
YBTH,medium_airport,Bathurst Airport,-33.406817,149.651161,OC,AU
YBTI,medium_airport,Bathurst Island Airport,-11.764966,130.615774,OC,AU
YBTL,medium_airport,Townsville Airport / RAAF Base Townsville,-19.252904,146.766512,OC,AU
YBTR,medium_airport,Blackwater Airport,-23.60309982,148.8070068,OC,AU
YBUD,medium_airport,Bundaberg Airport,-24.905039,152.322612,OC,AU
YBWP,medium_airport,Weipa Airport,-12.67860031,141.9250031,OC,AU
YBWW,medium_airport,Toowoomba Wellcamp Airport,-27.558332,151.793335,OC,AU
YCAR,medium_airport,Carnarvon Airport,-24.880091,113.670752,OC,AU
YCBA,medium_airport,Cobar Airport,-31.53829956,145.7940063,OC,AU
YCBB,medium_airport,Coonabarabran Airport,-31.33250046,149.2669983,OC,AU
YCBP,medium_airport,Coober Pedy Airport,-29.04000092,134.720993,OC,AU
YCCA,medium_airport,Chinchilla Airport,-26.77499962,150.6170044,OC,AU
YCCY,medium_airport,Cloncurry Airport,-20.66860008,140.5039978,OC,AU
YCDU,medium_airport,Ceduna Airport,-32.13059998,133.7100067,OC,AU
YCEE,medium_airport,Cleve Airport,-33.70970154,136.5050049,OC,AU
YCFS,medium_airport,Coffs Harbour Airport,-30.320601,153.115997,OC,AU
YCIN,medium_airport,RAAF Base Curtin,-17.5814,123.828003,OC,AU
YCKN,medium_airport,Cooktown Airport,-15.443649,145.183221,OC,AU
YCMT,medium_airport,Clermont Airport,-22.7730999,147.6210022,OC,AU
YCMU,medium_airport,Cunnamulla Airport,-28.03000069,145.621994,OC,AU
YCNM,medium_airport,Coonamble Airport,-30.980946,148.377833,OC,AU
YCOE,medium_airport,Coen Airport,-13.761133,143.113311,OC,AU
YCOM,medium_airport,Cooma Snowy Mountains Airport,-36.300445,148.972408,OC,AU
YCOR,medium_airport,Corowa Airport,-35.99470139,146.3569946,OC,AU
YCRG,medium_airport,Corryong Airport,-36.18280029,147.8880005,OC,AU
YCTM,medium_airport,Cootamundra Airport,-34.62390137,148.0279999,OC,AU
YCWR,medium_airport,Cowra Airport,-33.846894,148.648007,OC,AU
YDBI,medium_airport,Dirranbandi Airport,-28.587912,148.217161,OC,AU
YDBY,medium_airport,Derby Airport,-17.37193,123.66221,OC,AU
YDLQ,medium_airport,Deniliquin Airport,-35.55939865,144.9459991,OC,AU
YDPO,medium_airport,Devonport Airport,-41.16970062,146.4299927,OC,AU
YDYS,medium_airport,Dysart Airport,-22.62220001,148.3639984,OC,AU
YECH,medium_airport,Echuca Airport,-36.15719986,144.7619934,OC,AU
YELD,medium_airport,Elcho Island Airport,-12.01939964,135.5709991,OC,AU
YEML,medium_airport,Emerald Airport,-23.56749916,148.1790009,OC,AU
YESP,medium_airport,Esperance Airport,-33.684399,121.822998,OC,AU
YEWA,medium_airport,Eliwana,-22.428395,116.887879,OC,AU
YFBS,medium_airport,Forbes Airport,-33.363602,147.934998,OC,AU
YFRT,medium_airport,Forrest Airport,-30.83662,128.112811,OC,AU
YFTZ,medium_airport,Fitzroy Crossing Airport,-18.18190002,125.5589981,OC,AU
YGDH,medium_airport,Gunnedah Airport,-30.96109962,150.2510071,OC,AU
YGEL,medium_airport,Geraldton Airport,-28.796101,114.707001,OC,AU
YGFN,medium_airport,Grafton Airport,-29.75939941,153.0299988,OC,AU
YGLA,medium_airport,Gladstone Airport,-23.869763,151.225439,OC,AU
YGLB,medium_airport,Goulburn Airport,-34.81029892,149.7259979,OC,AU
YGLI,medium_airport,Glen Innes Airport,-29.67499924,151.6889954,OC,AU
YGPT,medium_airport,Garden Point Airport,-11.40250015,130.4219971,OC,AU
YGTE,medium_airport,Groote Eylandt Airport,-13.972405,136.458553,OC,AU
YGTH,medium_airport,Griffith Airport,-34.25080109,146.0670013,OC,AU
YHAY,medium_airport,Hay Airport,-34.53139877,144.8300018,OC,AU
YHBA,medium_airport,Hervey Bay Airport,-25.320127,152.880662,OC,AU
YHID,medium_airport,Horn Island Airport,-10.585628,142.292653,OC,AU
YHLC,medium_airport,Halls Creek Airport,-18.23390007,127.6699982,OC,AU
YHML,medium_airport,Hamilton Airport,-37.64889908,142.0650024,OC,AU
YHOT,medium_airport,Mount Hotham Airport,-37.04750061,147.3339996,OC,AU
YHPN,medium_airport,Hopetoun Airport,-35.71530151,142.3600006,OC,AU
YHSM,medium_airport,Horsham Airport,-36.66970062,142.1730042,OC,AU
YIVL,medium_airport,Inverell Airport,-29.88829994,151.1439972,OC,AU
YKER,medium_airport,Kerang Airport,-35.75139999,143.9389954,OC,AU
YKII,medium_airport,King Island Airport,-39.87749863,143.878006,OC,AU
YKMP,medium_airport,Kempsey Airport,-31.07439995,152.7700043,OC,AU
YKOW,medium_airport,Kowanyama Airport,-15.48516,141.751852,OC,AU
YKRY,medium_airport,Kingaroy Airport,-26.581077,151.839927,OC,AU
YKSC,medium_airport,Kingscote Airport,-35.71390152,137.5209961,OC,AU
YLEC,medium_airport,Leigh Creek Airport,-30.598301,138.425995,OC,AU
YLEO,medium_airport,Leonora Airport,-28.87809944,121.3150024,OC,AU
YLHR,medium_airport,Lockhart River Airport,-12.7869,143.304993,OC,AU
YLIS,medium_airport,Lismore Airport,-28.830689,153.258419,OC,AU
YLRD,medium_airport,Lightning Ridge Airport,-29.452857,147.977146,OC,AU
YLRE,medium_airport,Longreach Airport,-23.43420029,144.2799988,OC,AU
YLST,medium_airport,Leinster Airport,-27.84329987,120.7030029,OC,AU
YLTV,medium_airport,Latrobe Valley Airport,-38.211004,146.470817,OC,AU
YMAV,medium_airport,Avalon Airport,-38.039398,144.468994,OC,AU
YMAY,medium_airport,Albury Airport,-36.066758,146.959148,OC,AU
YMBA,medium_airport,Mareeba Airport,-17.06920052,145.4190063,OC,AU
YMDG,medium_airport,Mudgee Airport,-32.564794,149.609452,OC,AU
YMEK,medium_airport,Meekatharra Airport,-26.61170006,118.5479965,OC,AU
YMEN,medium_airport,Melbourne Essendon Airport,-37.7281,144.901993,OC,AU
YMER,medium_airport,Merimbula Airport,-36.90859985,149.901001,OC,AU
YMGD,medium_airport,Maningrida Airport,-12.05609989,134.2339935,OC,AU
YMHB,medium_airport,Hobart International Airport,-42.83610153,147.5099945,OC,AU
YMIA,medium_airport,Mildura Airport,-34.22919846,142.0859985,OC,AU
YMLT,medium_airport,Launceston Airport,-41.54529953,147.2140045,OC,AU
YMMB,medium_airport,Melbourne Moorabbin Airport,-37.97579956,145.102005,OC,AU
YMNE,medium_airport,Mount Keith Airport,-27.28733,120.554937,OC,AU
YMOG,medium_airport,Mount Magnet Airport,-28.11610031,117.8420029,OC,AU
YMOR,medium_airport,Moree Airport,-29.49889946,149.8450012,OC,AU
YMRB,medium_airport,Moranbah Airport,-22.05780029,148.0769959,OC,AU
YMRY,medium_airport,Moruya Airport,-35.89780045,150.1439972,OC,AU
YMTG,medium_airport,Mount Gambier Airport,-37.745602,140.785004,OC,AU
YNAR,medium_airport,Narrandera Airport,-34.70220184,146.5119934,OC,AU
YNBR,medium_airport,Narrabri Airport,-30.31920052,149.8269959,OC,AU
YNGU,medium_airport,Ngukurr Airport,-14.72280025,134.746994,OC,AU
YNRM,medium_airport,Narromine Airport,-32.21469879,148.2250061,OC,AU
YNTN,medium_airport,Normanton Airport,-17.68409,141.069664,OC,AU
YNWN,medium_airport,Newman Airport,-23.4178009,119.8030014,OC,AU
YORG,medium_airport,Orange Airport,-33.382014,149.131262,OC,AU
YPAG,medium_airport,Port Augusta Airport,-32.50690079,137.7169952,OC,AU
YPBO,medium_airport,Paraburdoo Airport,-23.17110062,117.7450027,OC,AU
YPCC,medium_airport,Cocos (Keeling) Islands Airport,-12.19134,96.833696,AS,CC
YPDN,medium_airport,Darwin International Airport,-12.414322,130.879741,OC,AU
YPGV,medium_airport,Gove Airport,-12.26939964,136.8179932,OC,AU
YPIR,medium_airport,Port Pirie Airport,-33.23889923,137.9949951,OC,AU
YPJT,medium_airport,Perth Jandakot Airport,-32.09749985,115.8809967,OC,AU
YPKA,medium_airport,Karratha Airport,-20.71220016,116.7730026,OC,AU
YPKG,medium_airport,Kalgoorlie Boulder Airport,-30.7894001,121.461998,OC,AU
YPKS,medium_airport,Parkes Airport,-33.13140106,148.2389984,OC,AU
YPKT,medium_airport,Port Keats Airport,-14.25,129.529007,OC,AU
YPKU,medium_airport,East Kimberley Regional (Kununurra) Airport,-15.7781,128.707993,OC,AU
YPLC,medium_airport,Port Lincoln Airport,-34.6053009,135.8800049,OC,AU
YPLM,medium_airport,Learmonth Airport,-22.235201,114.090024,OC,AU
YPMQ,medium_airport,Port Macquarie Airport,-31.43580055,152.8630066,OC,AU
YPOD,medium_airport,Portland Airport,-38.31809998,141.470993,OC,AU
YPPD,medium_airport,Port Hedland International Airport,-20.37779999,118.6259995,OC,AU
YPTN,medium_airport,Tindal Airport,-14.52110004,132.378006,OC,AU
YPXM,medium_airport,Christmas Island Airport,-10.449382,105.690931,AS,CX
YQLP,medium_airport,Quilpie Airport,-26.61219978,144.253006,OC,AU
YREN,medium_airport,Renmark Airport,-34.19639969,140.673996,OC,AU
YROM,medium_airport,Roma Airport,-26.54500008,148.7749939,OC,AU
YSBK,medium_airport,Sydney Bankstown Airport,-33.923618,150.990792,OC,AU
YSCB,medium_airport,Canberra International Airport,-35.3069,149.195007,OC,AU
YSCN,medium_airport,Camden Airport,-34.038338,150.686406,OC,AU
YSDU,medium_airport,Dubbo City Regional Airport,-32.21670151,148.5749969,OC,AU
YSHK,medium_airport,Shark Bay Airport,-25.897294,113.575802,OC,AU
YSHL,medium_airport,Shellharbour Airport,-34.5611,150.789001,OC,AU
YSHT,medium_airport,Shepparton Airport,-36.428341,145.391473,OC,AU
YSMI,medium_airport,Smithton Airport,-40.83499908,145.0839996,OC,AU
YSNB,medium_airport,Snake Bay Airport,-11.417674,130.648481,OC,AU
YSNF,medium_airport,Norfolk Island International Airport,-29.041887,167.939616,OC,NF
YSNW,medium_airport,Naval Air Station Nowra - HMAS Albatross,-34.9466,150.542451,OC,AU
YSRI,medium_airport,RAAF Base Richmond,-33.604652,150.783051,OC,AU
YSTW,medium_airport,Tamworth Airport,-31.077898,150.845484,OC,AU
YSWG,medium_airport,Wagga Wagga City Airport,-35.163484,147.46832,OC,AU
YSWH,medium_airport,Swan Hill Airport,-35.37580109,143.5330048,OC,AU
YSWL,medium_airport,Stawell Airport,-37.07170105,142.7409973,OC,AU
YTEF,medium_airport,Telfer Airport,-21.71500015,122.2289963,OC,AU
YTEM,medium_airport,Temora Airport,-34.421398,147.511993,OC,AU
YTGM,medium_airport,Thargomindah Airport,-27.9864006,143.8110046,OC,AU
YTIB,medium_airport,Tibooburra Airport,-29.4510994,142.0579987,OC,AU
YTMU,medium_airport,Tumut Airport,-35.268657,148.240474,OC,AU
YTNG,medium_airport,Thangool Airport,-24.494863,150.577967,OC,AU
YTNK,medium_airport,Tennant Creek Airport,-19.63439941,134.1829987,OC,AU
YTRE,medium_airport,Taree Airport,-31.8885994,152.5140076,OC,AU
YWDH,medium_airport,Windorah Airport,-25.41309929,142.6670074,OC,AU
YWGT,medium_airport,Wangaratta Airport,-36.41579819,146.3070068,OC,AU
YWHA,medium_airport,Whyalla Airport,-33.05889893,137.5140076,OC,AU
YWKB,medium_airport,Warracknabeal Airport,-36.32109833,142.4190063,OC,AU
YWLG,medium_airport,Walgett Airport,-30.03280067,148.1260071,OC,AU
YWLM,medium_airport,Newcastle Airport,-32.79499817,151.8339996,OC,AU
YWLU,medium_airport,Wiluna Airport,-26.62919998,120.2210007,OC,AU
YWRN,medium_airport,Warren Airport,-31.73329926,147.8029938,OC,AU
YWSL,medium_airport,West Sale Airport,-38.090827,146.965335,OC,AU
YWTN,medium_airport,Winton Airport,-22.36359978,143.0859985,OC,AU
YWWL,medium_airport,West Wyalong Airport,-33.93719864,147.1909943,OC,AU
YWYY,medium_airport,Wynyard Airport,-40.997039,145.726,OC,AU
YYA,medium_airport,Yueyang Sanhe Airport,29.311699,113.281574,AS,CN
YYNG,medium_airport,Young Airport,-34.25559998,148.2480011,OC,AU
ZBCD,medium_airport,Chengde Puning Airport,41.1225,118.073889,AS,CN
ZBCF,medium_airport,Chifeng Yulong Airport,42.235001,118.907997,AS,CN
ZBDH,medium_airport,Qinhuangdao Beidaihe Airport,39.666389,119.058889,AS,CN
ZBDS,medium_airport,Ordos Ejin Horo Airport,39.49,109.8613889,AS,CN
ZBER,medium_airport,Erenhot Saiwusu International Airport,43.4225,112.096667,AS,CN
ZBES,medium_airport,Arxan Yi'ershi Airport,47.3106,119.9117,AS,CN
ZBHD,medium_airport,Handan Airport,36.525833,114.425556,AS,CN
ZBHZ,medium_airport,Holingol Huolinhe Airport,45.487222,119.407222,AS,CN
ZBLA,medium_airport,Hulunbuir Hailar Airport,49.205002,119.824997,AS,CN
ZBLF,medium_airport,Linfen Yaodu Airport,36.132629,111.641236,AS,CN
ZBLL,medium_airport,Luliang Dawu Airport,37.683333,111.142778,AS,CN
ZBMZ,medium_airport,Manzhouli Xijiao Airport,49.566667,117.33,AS,CN
ZBOW,medium_airport,Baotou Airport,40.56000137,109.9970016,AS,CN
ZBSJ,medium_airport,Shijiazhuang Zhengding International Airport,38.280701,114.696999,AS,CN
ZBTL,medium_airport,Tongliao Airport,43.556702,122.199997,AS,CN
ZBUC,medium_airport,Ulanqab Jining Airport,41.129722,113.108056,AS,CN
ZBXH,medium_airport,Xilinhot Airport,43.91559982,115.9639969,AS,CN
ZBYZ,medium_airport,Bayannur Tianjitai Airport,40.926,107.7428,AS,CN
ZBZL,medium_airport,Zhalantun Genghis Khan Airport,47.865942,122.768662,AS,CN
ZGCD,medium_airport,Changde Taohuayuan Airport,28.9189,111.639999,AS,CN
ZGCJ,medium_airport,Huaihua Zhijiang Airport,27.441111,109.7,AS,CN
ZGCZ,medium_airport,Chenzhou Beihu Airport,25.753419,112.845404,AS,CN
ZGHC,medium_airport,Hechi Jinchengjiang Airport,24.804344,107.710819,AS,CN
ZGLG,medium_airport,Yongzhou Lingling Airport,26.338661,111.610043,AS,CN
ZGOW,medium_airport,Jieyang Chaoshan International Airport,23.552,116.5033,AS,CN
ZGSD,medium_airport,Zhuhai Jinwan Airport,22.006399,113.375999,AS,CN
ZGSY,medium_airport,Shaoyang Wugang Airport,26.806123,110.641042,AS,CN
ZGYL,medium_airport,Yulin Fumian Airport,22.438056,110.120833,AS,CN
ZGZH,medium_airport,Liuzhou Bailian Airport / Bailian Air Base,24.2075,109.390999,AS,CN
ZHES,medium_airport,Enshi Xujiaping Airport,30.320299,109.485001,AS,CN
ZHGH,medium_airport,Guangzhou MR Air Base / Guanghua Airport,32.38866,111.69425,AS,CN
ZHJZ,medium_airport,Jingzhou Shashi Airport,30.29281,112.44854,AS,CN
ZHLY,medium_airport,Luoyang Beijiao Airport,34.7411,112.388,AS,CN
ZHSN,medium_airport,Shennongjia Hongping Airport,31.626,110.34,AS,CN
ZHSY,medium_airport,Shiyan Wudangshan Airport,32.591667,110.907778,AS,CN
ZHXF,medium_airport,Xiangyang Liuji Airport,32.152222,112.291666,AS,CN
ZHYC,medium_airport,Yichang Sanxia Airport,30.55655,111.479988,AS,CN
ZHZH,medium_airport,Herschel Island Field,69.548229,-139.091608,NA,CA
